"","age","workclass","fnlwgt","education","education_num","marital_stat","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_wk","native_country","label"
"226",24," State-gov",273905," Assoc-acdm",12," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,50," United-States",0
"227",38," Private",179488," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,1741,40," United-States",0
"228",58," Private",236596," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,45," United-States",1
"229",32," Private",183916," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,34," United-States",0
"230",40," Private",207578," Assoc-acdm",12," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,1977,60," United-States",1
"231",41," Private",112763," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States",1
"232",42," Private",390781," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,40," United-States",0
"233",59," Local-gov",171328," 10th",6," Widowed"," Other-service"," Unmarried"," Black"," Female",0,0,30," United-States",0
"234",19," Local-gov",27382," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States",0
"235",58," Private",259014," Some-college",10," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,20," United-States",0
"236",42," Self-emp-not-inc",303044," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Cambodia",1
"237",20," Private",117789," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States",0
"238",32," Private",172579," HS-grad",9," Separated"," Other-service"," Not-in-family"," White"," Female",0,0,30," United-States",0
"239",45," Private",187666," Assoc-voc",11," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,45," United-States",0
"240",50," Private",204518," 7th-8th",4," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"241",36," Private",150042," Bachelors",13," Divorced"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States",0
"242",45," Private",98092," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",0
"243",17," Private",245918," 11th",7," Never-married"," Other-service"," Own-child"," White"," Male",0,0,12," United-States",0
"244",59," Private",146013," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",4064,0,40," United-States",0
"245",26," Private",378322," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"246",37," Self-emp-inc",257295," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,75," Thailand",1
"247",64," Private",21174," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"248",33," Private",185480," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States",0
"249",33," Private",222205," HS-grad",9," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",0,0,40," United-States",1
"250",61," Private",69867," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"251",17," Private",191260," 9th",5," Never-married"," Other-service"," Own-child"," White"," Male",1055,0,24," United-States",0
"252",50," Self-emp-not-inc",30653," Masters",14," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",2407,0,98," United-States",0
"253",27," Local-gov",209109," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,35," United-States",0
"254",30," Private",70377," HS-grad",9," Divorced"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States",0
"255",43," Private",477983," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",0,0,40," United-States",0
"256",44," Private",170924," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,40," United-States",1
"257",35," Private",190174," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"258",25," Private",193787," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,40," United-States",0
"259",24," Private",279472," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",7298,0,48," United-States",1
"260",22," Private",34918," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,15," Germany",0
"261",42," Local-gov",97688," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5178,0,40," United-States",1
"262",34," Private",175413," Assoc-acdm",12," Divorced"," Sales"," Unmarried"," Black"," Female",0,0,45," United-States",0
"263",60," Private",173960," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,42," United-States",0
"264",21," Private",205759," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States",0
"265",57," Federal-gov",425161," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,40," United-States",1
"266",41," Private",220531," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States",1
"267",50," Private",176609," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,45," United-States",0
"268",25," Private",371987," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"269",50," Private",193884," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Ecuador",0
"270",36," Private",200352," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",0
"271",31," Private",127595," HS-grad",9," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"272",29," Local-gov",220419," Bachelors",13," Never-married"," Protective-serv"," Not-in-family"," White"," Male",0,0,56," United-States",0
"273",21," Private",231931," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,45," United-States",0
"274",27," Private",248402," Bachelors",13," Never-married"," Tech-support"," Unmarried"," Black"," Female",0,0,40," United-States",0
"275",65," Private",111095," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,16," United-States",0
"276",37," Self-emp-inc",57424," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,60," United-States",0
"277",24," Private",278130," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"278",38," Private",169469," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,80," United-States",0
"279",48," Private",146268," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",7688,0,40," United-States",1
"280",21," Private",153718," Some-college",10," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,25," United-States",0
"281",31," Private",217460," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States",1
"282",55," Private",238638," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",4386,0,40," United-States",1
"283",24," Private",303296," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," Asian-Pac-Islander"," Female",0,0,40," Laos",0
"284",43," Private",173321," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"285",26," Private",193945," Assoc-acdm",12," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,45," United-States",0
"286",46," Private",83082," Assoc-acdm",12," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,33," United-States",0
"287",35," Private",193815," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
"288",41," Self-emp-inc",34987," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,54," United-States",1
"289",26," Private",59306," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
"290",34," Private",142897," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",7298,0,35," Taiwan",1
"291",36," Self-emp-not-inc",205607," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," Black"," Female",0,0,40," United-States",1
"292",22," Private",199698," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,15," United-States",0
"293",24," Private",191954," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
"294",77," Self-emp-not-inc",138714," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"295",22," Private",399087," 5th-6th",3," Married-civ-spouse"," Machine-op-inspct"," Other-relative"," White"," Female",0,0,40," Mexico",0
"296",29," Private",423158," Some-college",10," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States",0
"297",62," Private",159841," HS-grad",9," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,24," United-States",0
"298",39," Self-emp-not-inc",174308," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"299",43," Private",50356," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1485,50," United-States",0
"300",35," Private",186110," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,45," United-States",0
"301",29," Private",200381," 11th",7," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"302",76," Self-emp-not-inc",174309," Masters",14," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,10," United-States",0
"303",63," Self-emp-not-inc",78383," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,45," United-States",0
"304",43," Private",187728," Some-college",10," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,1887,50," United-States",1
"305",58," Self-emp-not-inc",321171," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"306",66," Private",127921," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",2050,0,55," United-States",0
"307",41," Private",206565," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,45," United-States",0
"308",26," Private",224563," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",0
"309",47," Private",178686," Assoc-voc",11," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",0
"310",55," Local-gov",98545," 10th",6," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
"311",53," Private",242606," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"312",17," Private",270942," 5th-6th",3," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,48," Mexico",0
"313",30," Private",94235," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,40," United-States",0
"314",49," Private",71195," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,60," United-States",0
"315",19," Private",104112," HS-grad",9," Never-married"," Sales"," Unmarried"," Black"," Male",0,0,30," Haiti",0
"316",45," Private",261192," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,0,40," United-States",0
"317",26," Private",94936," Assoc-acdm",12," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
"318",38," Private",296478," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,40," United-States",1
"319",36," State-gov",119272," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",7298,0,40," United-States",1
"320",33," Private",85043," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,20," United-States",0
"321",22," State-gov",293364," Some-college",10," Never-married"," Protective-serv"," Own-child"," Black"," Female",0,0,40," United-States",0
"322",43," Self-emp-not-inc",241895," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,42," United-States",0
"323",56," Private",101128," Assoc-acdm",12," Married-spouse-absent"," Other-service"," Not-in-family"," White"," Male",0,0,25," Iran",0
"324",31," Private",156464," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,25," United-States",0
"325",33," Private",117963," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"326",26," Private",192262," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",0
"327",33," Private",111363," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"328",46," Local-gov",329752," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,30," United-States",0
"329",38," Federal-gov",95432," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
"330",65," Private",161400," 11th",7," Widowed"," Other-service"," Unmarried"," Other"," Male",0,0,40," United-States",0
"331",40," Private",96129," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
"332",42," Private",111949," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,35," United-States",0
